小区,纬度,经度
虹岳小区,31.264646,121.506564
城际风尚花园,31.376202,120.866894
丹徒路233弄小区,31.260272,121.509058
霍山路125弄小区,31.259566,121.517333
大都会小区,31.128272,120.853658
文彦坊,31.268088,121.486618
四川北路2121弄小区,31.271328,121.488364
大德里恒安坊,31.261814,121.489089
恒盛里,31.270474,121.493412
四川里,31.262282,121.491055
兴业坊,31.272281,121.491668
四平路580弄小区,31.274817,121.50262
中山北一路310弄小区,31.283769,121.487572
凡高公寓,31.388959,120.888772
欧阳路公房,31.274884,121.494768
枫景苑A区,31.353207,120.966585
江夏里,31.261775,121.500165
枫景苑C区,31.354543,120.960143
欧虹小区,31.276754,121.494216
虹口瑞康里,31.26301,121.49659
福侬庄园(北区),31.185429,121.048612
四川北路1920号小区,31.268274,121.49094
虹口海伦公寓,31.260714,121.50178
华寰公寓,31.279331,121.478041
瑞泰里,31.250444,121.492576
长阳路138弄小区,31.260401,121.517379
安吉里,31.271177,121.494567
泷湾苑,31.146955,121.212459
珑樾华庭,31.139403,121.036497
富力桃园B区(别墅),31.171744,121.099246
民惠佳苑(九区),31.216371,121.116562
民惠佳苑(一区),31.214603,121.112184
新城忆华里(二期),31.152116,121.101286
UniCity万科天空之城,31.180122,121.26365
中建锦绣天地,31.189209,121.29142
中骏雍景湾,31.123165,121.048417
淀山湖别墅,31.071855,120.924067
上海捷克住宅小区(别墅),31.164786,121.286407
公园大观吉富绅花园,31.160299,121.141368
盈中新村,31.158241,121.113911
运杰城市花园,31.150058,121.142494
锦绣逸庭(公寓),31.175199,121.267417
春江三月公寓,31.192863,121.238766
源昌幸福里,31.164516,121.162754
金城上品(别墅),31.201715,121.190516
致鑫公寓,31.175285,121.285223
双桥公寓二区,31.154093,121.098018
新虹桥君悦湾墅,31.167734,121.282972
南山雨果(别墅),31.165988,121.279304
万科天空融苑,31.182363,121.258829
泰禾红桥,31.151352,121.158445
松柏小区,31.245171,121.488727
轻舟花苑,31.305031,121.517284
海运大厦,31.273519,121.535937
金凤大楼,31.271958,121.546993
豫欣公寓,31.211846,121.492214
凯德茂名公馆,31.228705,121.468356
江浦路2009弄小区,31.285831,121.523117
福阳大厦,31.292019,121.529088
浦江公寓,31.217589,121.509665
市光路70弄小区,31.317766,121.52072
天津路179弄小区,31.243644,121.489671
国和路605弄住宅小区,31.319431,121.526343
泛海国际住区,31.22349,121.50569
国和路500弄小区,31.317905,121.525445
黄浦滩名苑,31.20678,121.499757
佳木斯路175弄小区,31.304479,121.548521
惠德公寓,31.220465,121.494802
城市一品苑,31.229036,121.463733
殷行一二村小区,31.332671,121.548602
融创滨江壹号院,31.20427,121.491527
怡华大楼,31.217727,121.50476
翔殷路505弄小区,31.311639,121.542027
中原路28弄小区,31.313581,121.54016
思南公寓,31.214946,121.475675
三门路48弄小区,31.316547,121.522711
黄兴路2020弄小区,31.30068,121.525297
国定小区,31.312438,121.51347
城申公寓,31.213252,121.488492
仁德坊,31.210728,121.486621
世界路91弄小区,31.325371,121.53131
政立路830弄小区,31.313349,121.500446
联兴大厦,31.210629,121.469074
怀德路公房,31.265971,121.530686
鼎达公寓,31.207925,121.486174
仁德路152弄小区,31.309232,121.492869
高城苑,31.214046,121.489572
长发大厦,31.234084,121.474892
靖宇东路85弄小区,31.296899,121.545999
延吉东路315弄小区,31.295588,121.548933
沙家街小区,31.218737,121.493515
三庆里,31.226292,121.500226
云南小区,31.233398,121.489341
济宁路479弄小区,31.269457,121.534421
潘阳小区,31.334953,121.541173
振兴大楼,31.2333,121.475729
延吉中路14弄小区,31.291598,121.541729
文海大楼,31.232833,121.475342
敦化路3弄小区,31.293881,121.548357
凌北公寓,31.212487,121.492725
国定路580弄小区,31.308774,121.513149
百汇公寓,31.216376,121.504512
图们新苑,31.297665,121.553712
林荫大楼,31.218054,121.493067
东物公寓,31.214447,121.501697
许昌路1469弄小区,31.276101,121.520107
凤池社区南苑五村,31.374452,121.256764
复华城市花园紫金里,31.388511,121.283699
祥源府邸,31.292898,121.327392
民主街24弄,31.298472,121.319069
温宿路42弄,31.393772,121.253838
温宿路小区,31.392761,121.253252
嘉丰大厦,31.37719,121.258806
天禧嘉苑(东区),31.276197,121.321037
嘉乐之春(东区),31.246715,121.364531
疁南小区,31.383121,121.261859
汇龙公寓(西区),31.384926,121.260839
嘉康坊(西区),31.403003,121.259589
迎园东四坊,31.387607,121.271094
嘉海雅苑(西区),31.275846,121.321771
江桥二村四街坊,31.26118,121.352231
志丹公寓(南区),31.273772,121.435408
新沪小区,31.27482,121.443851
宜川华庭,31.266215,121.44586
宜川路51弄小区,31.266067,121.449938
双泉公寓,31.265875,121.433033
岚皋路300弄小区,31.25939,121.429844
华阴小区,31.267791,121.452775
中山北路3924弄小区,31.232063,121.418221
石泉路97弄小区,31.257891,121.434548
金梅园,31.245672,121.409706
光复西路福兴村,31.236182,121.424083
万千公寓,31.262509,121.437575
平利路38弄小区,31.275567,121.435791
万里新城,31.268317,121.417443
石岚三村,31.258049,121.428635
石岚一村,31.256892,121.42886
曹杨苑,31.264916,121.40882
中化新村,31.238277,121.423595
明丰小区,31.262846,121.401286
大诚公寓,31.269183,121.430612
中铁佳苑,31.274104,121.402226
洛川路10弄小区,31.269546,121.451643
真如东西村小区,31.25345,121.410309
苏堤江宁苑,31.249384,121.455484
华延公寓,31.265902,121.434442
石泉路75弄小区,31.258224,121.43508
华东师大一村,31.231099,121.415232
光复西路2213弄小区,31.227428,121.411971
月记公寓,31.262142,121.42348
绿杨村,31.238155,121.449599
南京西路1915弄小区,31.227294,121.449108
场中新村,31.30797,121.435066
柳营路319弄小区,31.274971,121.467908
西星别墅,31.238422,121.457769
武定大楼,31.240465,121.45868
广延路25弄小区,31.278727,121.464087
联义坊,31.232296,121.447382
南京西路1045弄小区,31.234512,121.464146
永兴小马路小区,31.257226,121.470782
科普大楼,31.265578,121.463317
共和新路1857弄小区,31.278426,121.461928
共和新路970弄小区,31.265278,121.467982
天道俪晶公寓,31.261693,121.468993
海园小区,31.223,121.452611
沪太路250弄小区,31.273692,121.458089
岭南小区(南区),31.320842,121.461606
华山路241弄小区,31.226246,121.45265
华舟小区,31.261465,121.459179
临汾路1231弄小区,31.316541,121.448785
美丽园居民区,31.225712,121.445414
闻喜路930弄小区,31.314768,121.454613
宜川小区,31.278909,121.443775
长宁路225弄小区,31.231705,121.434708
西藏北路1139号小区,31.268087,121.47276
岭南小区(北区),31.320734,121.460236
通波新村,31.021889,121.247183
山水四季城二期,31.12622,121.255525
凤凰新村西苑,31.017503,121.240635
人乐一村,31.016089,121.234248
建国西路407号小区,31.209824,121.460019
人乐二村,31.017108,121.230791
石龙路350弄小区,31.162382,121.44577
龙潭苑北,31.016476,121.237896
新兴顺里,31.216916,121.465622
石湖新路3号小区,30.989304,121.12644
九城家天下雅苑,31.059157,121.312447
长乐路339弄小区,31.225396,121.462321
图情小区,31.152492,121.457843
国亭花苑(国亭花苑三村),31.140216,121.336103
菜花泾25弄小区,31.01802,121.246494
余庆路180弄小区,31.205122,121.447012
国亭花苑(国亭芭苑),31.140679,121.336138
中信中山大楼,31.187734,121.452812
乐山一村,31.204187,121.43526
久富公寓,31.126756,121.315502
华亭新家三辰苑二村,31.015916,121.197846
荣景苑B区,31.011076,121.233363
铁沙花苑,31.087802,121.274362
申峰大厦,31.193547,121.448257
中山东路274弄小区,31.013269,121.24967
中山东路86弄小区,31.01319,121.257783
宛龙小区,31.188489,121.458864
向阳四村,31.009934,121.217138
元福大厦,31.198306,121.438547
康健路43弄小区,31.172495,121.437642
菜花泾60弄小区,31.018418,121.246576
天平路91弄小区,31.20743,121.444177
来淞小区,31.115743,121.281731
肇一小区,31.208821,121.471521
亭园,31.141491,121.32143
徐汇公房,31.168388,121.439518
华亭新家三辰苑一村,31.016154,121.193077
中漕小区,31.189872,121.440305
巴黎时韵,31.212027,121.464173
柿子湾小区,31.195832,121.436418
蓝天新村,31.019462,121.262151
高乐小区,31.024725,121.240326
东泉佳苑,31.160547,121.451307
皇骐爱丽苑,31.043757,121.243629
西樱花园,31.153061,121.417764
花苑村紫竹园,31.159076,121.420464
华容苑,31.186023,121.455901
新汇公寓,31.201468,121.452581
虹桥丽园,31.200417,121.434957
蓝高小区,31.216809,121.53473
云山星座苑,31.257242,121.578931
文化馨苑,31.190859,121.551326
点睛苑,31.259334,121.590017
南浦城,31.212777,121.526414
东陆新村五街坊,31.284403,121.599295
金桥湾清水苑(一期),31.26656,121.601136
纯翠苑,31.15748,121.508872
古银杏苑,31.148252,121.535249
阳光花城同景苑,31.250661,121.684236
听潮五村,31.050349,121.754045
聚航苑,31.030973,121.586185
齐爱佳苑,31.213224,121.668291
金东名苑(东区),31.263291,121.593113
永业小区(北区),31.271942,121.619868
东郊壹号,31.227787,121.606699
大华锦绣华城十四街区,31.178773,121.531721
尼德兰花园,31.34113,121.58918
星晓家园,31.283927,121.682235
芳芯路251弄小区,31.198687,121.562909
浦东新世纪花苑(一期),31.181164,121.49086
通汇新村,31.02948,121.656039
高盛家园,31.368993,121.539257
汇福家园健康里,31.094236,121.610619
绿城玉兰花园臻园,31.225668,121.660957
阳光迪金阁,31.354586,121.405484
金星绿苑(西区),31.427486,121.359066
杨泰阳光苑,31.377584,121.448867
中冶祥腾宝月花园,31.430302,121.418406
象屿郦庭(南区),31.334119,121.485241
呼玛教师公寓(呼玛三村),31.343783,121.448052
聚丰福邸,31.313407,121.392804
淞南一村,31.348251,121.491118
菊泉新城爱建顾园(北区),31.357452,121.379091
宝顾佳苑,31.36531,121.398518
馨佳园四街坊,31.372586,121.376935
沪太路4201弄小区,31.342092,121.410105
保翔苑,31.407921,121.347099
祁连二村B街坊,31.321396,121.387583
美兰湖中华园铂境,31.413451,121.364278
馨佳园八街坊,31.36735,121.370104
友谊路38号小区,31.413016,121.496544
星月浦江国际,31.386022,121.507279
世华佳苑,31.373347,121.441578
吴淞新城(西区),31.377083,121.503227
久千公寓,31.323259,121.501569
黎安二村,31.133959,121.380408
香樟小筑,31.006696,121.410103
阳光美景城(二期),31.148124,121.415568
君莲生活小区,31.089595,121.415324
绿久苑,31.069207,121.394389
信利苑(航华二村三街坊),31.17735,121.354019
浦江花苑,31.007005,121.434287
虹桥阳光翠庭,31.177611,121.39455
君莲宏润丽苑,31.088613,121.421219
金汇花园三街坊先锋公寓,31.185653,121.377697
绿梅公寓,31.119805,121.376325
万博欣园,31.236976,121.34193
大上海国际花园莱茵园,31.172076,121.384745
张家宅小区,31.192625,121.417295
景江苑D区,31.084355,121.501357
莘朱路1760弄小区,31.128523,121.426452
红叶别墅,31.072723,121.397909
古北首席,31.190445,121.416218
日月华城,31.0715,121.396118
龙柏三村中康公寓,31.183223,121.375667
华唐苑,31.107303,121.44062
绿地春申花园,31.11627,121.41384
虹桥汇秀苑,31.191229,121.391836
宝隆新村,31.156428,121.359896
始尚佳苑,30.896533,121.184192
凤翔东村,30.907726,121.174717
秀洲阁,30.908779,121.177539
秀州苑,30.908725,121.174656
海上纳缇,30.760077,121.334445
颐德名苑,31.215163,121.431293
仲达公寓,31.207061,121.420702
虹桥紫云苑,31.213208,121.410733
达安长宁公寓,31.213585,121.432609
虹景别墅,31.209345,121.403262
开城公寓,31.197661,121.420313
金电小区,31.207913,121.424843
科达公寓,31.210188,121.43834
假日苑,31.210459,121.434052
新华嘉利公寓,31.211103,121.426017
长宁支路279弄小区,31.231543,121.430687
仙霞西路715弄小区,31.214518,121.3645
法华镇路878弄小区,31.213508,121.425645
平塘人家,31.224553,121.372918
夏都花园,31.201729,121.380459
置信花苑,31.19998,121.383326
福泉路450弄小区,31.210691,121.366577
绿园五村,31.208605,121.370044
长原小区,31.222746,121.436552
宝北小区,31.194728,121.378612
幸福大楼,31.213496,121.437394
云阳花苑,31.213872,121.431993
永泰西郊苑,31.205816,121.380229
衡山城,31.365346,120.96143
恒泰国际商业广场,31.347802,121.020498
金瑭珑沐湾,31.465331,120.979685
里厍一村,31.390285,120.964733
绿地世纪雅苑,31.310652,121.149692
贝利公寓,31.261244,121.502226
申客小区,31.2731,121.512396
万安路小区,31.307355,121.487276
吴家湾路136弄小区,31.297914,121.492531
上外模二小区,31.281609,121.490831
临潼路99弄小区,31.258702,121.520063
临潼路120弄小区,31.259016,121.520462
霍山路289弄小区,31.261609,121.519712
榆林路114弄小区,31.259331,121.522269
大兴坊,31.268445,121.487004
吴家湾路101弄小区,31.299045,121.491388
春满园(C区),31.282058,121.473373
四达里,31.270598,121.491548
同心路990弄小区,31.279943,121.476102
曲阳路640号小区,31.290329,121.497639
公平路612号小区,31.263506,121.509156
大连西路100号小区,31.282412,121.499899
丹徒路210弄小区,31.260126,121.509673
东大名路737弄小区,31.256005,121.508438
东江湾路270弄小区,31.27393,121.486947
蒋家桥路14号小区,31.277857,121.503423
虹口华苑小区,31.304796,121.476911
绿中海明苑(别墅),31.180613,121.269597
御湖别墅,31.158259,121.248341
保利建工西郊锦庐(公寓),31.128504,121.234385
新青浦花苑,31.160523,121.13105
上海豪都国际花园(别墅),31.169517,121.286703
广虹公寓,31.177515,121.274283
海珀晶华,31.165709,121.273238
招商虹桥华府,31.177764,121.314714
崧泽华城秀景苑(一期),31.170901,121.166273
东渡悦来城,31.142527,121.089831
中信泰富朱家角新城滨湖郡(别墅),31.129695,121.05442
泖溪苑,31.076834,121.068239
葛洲坝绿城玉兰花园,31.177132,121.097
摩登蜂巢,31.200903,121.203199
方东新村,31.150541,121.246534
保利建工西郊锦庐(别墅),31.126781,121.234807
帕缇欧香苑(别墅),31.144547,121.130044
万寿新村(玫瑰园),31.165235,121.118414
新风新村,31.114813,121.063087
崧泽华城和瑞西苑,31.145022,121.163538
融信铂爵,31.141437,121.087917
臻水岸,31.147539,121.231132
人民坊,31.223902,121.469986
万科晶源(别墅),31.160771,121.199157
湖畔佳苑(别墅),31.177085,121.312099
朱家角九间堂西苑(公寓),31.120632,121.055364
政通路118弄小区,31.309869,121.522736
斜桥新村,31.21775,121.488459
西成里,31.223355,121.48057
三德里,31.221345,121.484767
重庆北路177弄小区,31.232504,121.476192
宁波路74弄小区,31.245783,121.491764
普育小区,31.218048,121.499915
衍庆里,31.245449,121.480306
鸿福里,31.244549,121.478838
南昌路74弄小区,31.225619,121.475884
皋兰路9号小区,31.223027,121.47301
广东路212号小区,31.238996,121.493577
恒安坊,31.226509,121.4895
永安坊,31.23665,121.499134
瞿中小区,31.205229,121.479507
瞿溪路937弄小区,31.205679,121.484388
中华路37弄小区,31.230032,121.504099
局三小区,31.207694,121.491102
实华公寓,31.220438,121.490771
南昌路166弄小区,31.225158,121.47394
余康里,31.229334,121.488674
瞿三小区,31.206612,121.493648
光明村,31.223762,121.46969
南昌路新式里弄,31.22263,121.469235
同安坊,31.245412,121.472072
安图路6弄小区,31.295596,121.55093
控江路1446号小区,31.283065,121.530973
靖宇东路25弄小区,31.299523,121.550314
松花江路223弄小区,31.29978,121.543983
内江路315弄小区,31.287322,121.551681
松花江路40弄小区,31.303166,121.551389
永吉路81弄小区,31.288886,121.540268
梅林小区,31.314213,121.547549
凰球家园,31.290178,121.538932
宝福里,31.262947,121.528967
控江二村107弄小区,31.289697,121.532797
浣纱五村,31.304917,121.539234
本溪路136弄小区,31.282746,121.52385
明阳公寓,31.268312,121.526307
邯郸路58弄小区,31.300353,121.499438
敦化路6弄小区,31.294051,121.547692
江浦路1285弄,31.276793,121.526304
赤峰公安公寓,31.286793,121.50433
许昌路1265弄小区,31.273662,121.522433
控江路18弄小区,31.296281,121.555555
